A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,wetland_label
-354,-1034,-1358,-1417,-629,629,384,1417,448,1137,1085,-1085,-120,-1417,157,199,-74,-1085,591,354,797,1476,-553,2141,-1860,-935,1301,-2928,1476,-1358,-1034,2679,2069,-935,-354,984,1034,-138,-669,753,-1417,-1301,1137,-297,-222,1727,-2214,1190,-448,-1537,22,984,-1245,-1137,517,-1137,354,1860,-711,482,-5,-2288,-448,3014,19
448,-157,-517,-984,629,1190,9,1998,-415,2364,2141,-888,-1034,-553,-935,-711,415,-591,1537,-888,629,5,-354,935,-138,246,3553,-2141,-177,-629,-30,2519,2844,-935,-1929,120,984,711,888,888,517,-553,1034,-1190,61,61,-842,177,2599,-2519,-842,629,-74,-1301,1245,-2761,138,-22,354,74,271,-842,-1190,1727,19
-935,-1301,-2141,-1034,-354,-297,1476,984,246,1600,1358,-1358,-222,-1085,-271,88,935,-1417,199,448,629,1476,-711,1663,-1793,-1417,842,-1998,384,-1358,-1190,2141,2519,-1034,-448,49,354,-138,-753,1793,-1190,-1137,1476,-553,-1358,1137,-1600,984,-888,-842,-157,1417,-1358,-1034,517,-1034,-517,1600,2,177,-553,-3460,-325,2679,19
-354,-1190,-1245,-1417,-591,669,271,1417,629,1600,1417,-1190,-120,-1358,-482,-157,-297,-753,797,177,553,1727,-517,1929,-1929,-797,1860,-2761,1663,-1301,-753,2519,2288,-1358,-1358,1727,1085,-88,-157,1137,-984,-1137,888,-482,325,1358,-1663,1301,888,-2441,-61,842,-517,-1085,482,-1537,297,1301,-1034,157,384,-1793,-297,2599,19
-842,-753,-1301,-797,-1034,246,297,888,935,1727,984,-1085,-297,-1476,-88,157,297,-1245,591,415,103,1929,-482,2288,-2141,-591,1537,-2844,629,-1793,-935,2288,2844,-1537,-591,1137,935,-120,-384,1137,-1085,-325,842,-888,-297,1245,-1537,1245,935,-1998,-753,1476,-482,-711,629,-2141,120,1537,-669,753,-222,-2599,-39,1929,19
-711,-1137,-1793,-2069,-1085,-753,-842,1034,1727,984,753,325,-753,-888,-177,-1085,-103,-1417,1085,-325,61,2364,-1476,1600,-1600,797,297,-3460,177,-1301,-888,22,2441,-2214,-842,1476,2441,984,88,1301,-888,354,-271,-271,591,1727,-15,797,1537,-1663,-797,711,1417,-1245,-271,-753,-177,1034,-2069,797,354,-199,629,2069,19
-984,-1537,-2288,-2761,-629,-199,591,1358,1793,711,935,-384,-103,-1476,888,-984,1034,-1245,1301,49,753,2599,-1417,1301,-1417,-842,384,-3936,415,-1537,-984,2288,2141,-1600,-1137,246,935,74,325,888,-448,-888,669,138,-30,1600,-984,842,-415,-935,74,354,-354,-753,-629,-354,-984,1085,-984,448,120,-1190,88,2679,19
-669,-1085,-1537,-1245,-629,222,984,1301,482,1034,1358,-1085,-222,-1245,39,325,384,-1190,629,222,797,1476,-591,2288,-1663,-1190,1085,-2761,935,-1137,-1190,2599,2288,-753,-842,553,753,-199,-629,1085,-1537,-1301,1301,-39,-753,1600,-2069,1190,-517,-1476,-325,842,-1358,-1085,482,-1085,-177,1929,-246,354,-199,-2599,-448,3100,19
-271,-1034,-1358,-1476,-797,797,297,1358,354,1417,1245,-1301,-222,-1476,-157,222,30,-1085,517,246,842,1476,-553,2141,-1860,-669,1301,-2844,1417,-1301,-888,2519,2288,-1085,-415,984,1190,2,-711,842,-1663,-1301,984,-199,-297,1663,-2069,1085,-61,-1476,74,842,-1137,-1417,629,-1137,591,1663,-797,669,61,-2141,-669,3014,19
-1085,-1537,-1793,-2141,-842,-61,-177,1358,1727,797,984,-591,9,-1245,753,-1417,935,-1600,1085,-74,553,2519,-1301,1301,-1929,-297,482,-3742,517,-1137,-753,1860,2069,-1998,-1034,517,1476,88,61,1476,-753,-711,669,-157,222,1929,-517,797,271,-1358,-629,888,-120,-842,-199,-984,-797,1137,-1301,384,448,-1663,325,2599,19
-1034,-842,-1476,-482,-517,271,591,1600,177,1417,1245,-1358,-384,-1034,-177,157,517,-1417,384,246,753,1245,-448,1860,-1998,-984,888,-2761,448,-629,-1301,2599,2288,-1034,-448,354,1034,-325,-935,1727,-1137,-1301,1245,-415,-753,1417,-1663,1085,-297,-1537,-297,1727,-1537,-935,222,-1860,-120,1929,177,448,-448,-2928,-74,2679,19
-711,-1190,-1727,-1245,-1034,15,0,1190,984,1301,888,-1085,49,-1245,120,-199,-49,-1190,629,297,482,1663,-711,2441,-2288,-629,1301,-3278,935,-1190,-1190,2288,2069,-1245,-297,842,1537,246,-103,1301,-1245,-1034,753,-415,74,1537,-1537,935,222,-1860,-553,1358,-797,-1245,591,-1727,384,1663,-1137,448,354,-1998,61,2519,19
-629,-1358,-1663,-1137,-246,271,935,1301,448,1358,1417,-1245,-157,-1793,271,-22,842,-1137,39,629,797,1727,-797,1663,-1860,-711,553,-2364,1190,-935,-1245,2679,1998,-1190,-448,553,517,-297,-629,1663,-1137,-1537,1417,-177,-591,1663,-1537,1137,-711,-1034,22,1537,-1417,-629,177,-1034,-415,2141,-61,669,-415,-2928,-354,2844,19
-1085,-935,-1727,-797,-984,-9,354,1537,984,1085,888,-984,-157,-984,297,-39,325,-1245,753,157,517,1537,-591,2288,-1998,-888,1245,-3368,246,-1034,-1358,2844,1998,-1137,-199,482,1245,-9,-517,1301,-1137,-1034,1034,-354,-415,1476,-1663,935,-39,-1860,-517,1245,-984,-984,448,-1929,88,1860,-753,629,-15,-2441,61,2519,19
-797,-629,-1245,-1245,-517,888,-61,1600,669,1245,1137,-384,-448,-271,-669,177,-711,-842,984,-138,669,1663,-271,2441,-1998,-935,1727,-3647,1085,-1085,-415,1860,2679,-1085,-669,1245,1417,591,-448,984,-1537,-842,482,-591,61,888,-1663,1137,1417,-2069,-797,1476,-629,-1417,753,-1998,591,448,-984,-103,-199,-1929,-297,2599,19
-797,-984,-2441,-1085,-103,-384,1358,1417,797,1034,842,-1190,-325,-1301,-15,271,797,-1137,246,354,669,1860,-629,1793,-1727,-1537,1085,-2214,984,-1190,-1727,3100,1190,-669,-553,-15,797,-384,-553,1600,-669,-1727,1537,-61,-753,1727,-1358,711,-935,-1245,-271,753,-1537,-384,22,-1137,-935,1476,297,39,-157,-3014,415,2928,19
-297,-1085,-1085,-1301,-629,842,271,1476,553,1358,1190,-1245,-103,-1301,-88,157,-271,-1245,629,384,753,1537,-271,1860,-1929,-753,1600,-3014,1600,-1301,-711,2364,2288,-1034,-797,1476,1301,-157,-448,1137,-1417,-753,1137,-448,-120,1358,-1998,1476,103,-1929,-15,1137,-984,-1137,553,-1301,669,1727,-1137,482,30,-2069,-591,2761,19
-591,-1137,-888,-1727,-591,1417,415,1600,325,1417,1137,-1245,-61,-1476,30,-271,49,-711,669,103,753,1998,-629,2069,-1663,-711,984,-3100,1537,-1358,-415,2364,2519,-1190,-448,1034,753,-517,-517,711,-1417,-1137,888,-517,-49,1600,-1793,1358,103,-1137,120,1190,-1245,-1085,517,-1476,669,1137,-984,415,-384,-2679,-888,2599,19
-325,-1190,-1600,-1663,-711,482,553,1245,297,984,1417,-1301,-120,-1727,30,138,384,-984,448,384,753,1600,-629,2141,-1663,-1137,935,-2679,1600,-1476,-1034,2441,2141,-888,-354,669,753,-88,-591,669,-1600,-1476,1301,-138,-448,1727,-2141,935,-629,-1085,199,842,-1301,-1417,517,-669,448,1793,-753,415,-88,-2519,-753,3100,19
-1085,-629,-2069,-1085,-842,2,-49,1190,448,1860,935,-1245,-711,-842,-138,-591,629,-1034,517,271,935,1929,-842,1860,-2288,-935,591,-3100,-448,-935,-61,2928,2441,-1663,-448,-177,1137,984,-517,1245,-271,-753,482,-591,39,888,-669,-49,1034,-1358,-753,1929,-1034,-888,553,-2519,-103,1190,-297,1137,-120,-3100,-354,1793,19
-1929,-2599,-1537,22,-591,177,-448,-325,1476,629,842,103,-1476,-39,-753,-157,-669,-88,-984,797,384,711,-797,2214,-1929,30,2679,-1860,1301,384,-711,482,1600,-711,-591,1301,1137,-842,-103,1929,-1301,-297,30,-1600,74,-5,-74,271,2069,-1600,-2441,1600,-354,-1137,1929,-3014,-553,-1034,-246,-271,1085,-2761,591,222,19
-384,-1085,-1085,-1476,-448,935,88,1476,629,1793,1476,-1137,-246,-1301,-669,-354,-354,-753,888,177,591,2214,-517,1929,-1929,-935,1663,-2679,1663,-1358,-448,2141,2599,-1358,-1085,1600,1085,-15,-157,1085,-1190,-1137,888,-669,325,1190,-1358,1301,1137,-2141,22,1085,-415,-1085,591,-1600,553,888,-1137,-30,74,-1929,-297,2599,19
-842,-448,-517,-1245,-797,1190,-157,1537,354,1793,1358,-888,-482,-1034,-30,325,177,-935,669,246,1137,1663,74,2214,-1929,-753,984,-3100,1137,-591,-591,1929,3188,-1137,-246,711,1301,88,-753,1301,-1793,-1034,669,-629,-517,1034,-1727,1600,711,-1085,-448,1793,-1245,-1034,591,-2214,271,1600,61,482,-753,-2441,-448,2141,19
-553,-1137,-1358,-2141,-753,-199,138,797,1537,1245,797,-39,-199,-1358,553,-553,2141,-1727,1085,271,354,2679,-984,591,-1727,271,935,-3278,-354,-1998,-842,1245,3100,-2928,-935,120,1245,-49,-177,1190,-384,415,177,-753,-222,1663,-753,842,842,-1860,-271,711,1034,-591,-246,-888,-669,842,-1301,1417,5,-1190,415,1998,19
-553,-1358,-1245,-1537,-753,553,753,1417,448,1358,1301,-1358,39,-1600,-30,-103,61,-1085,448,354,797,1600,-797,1929,-1860,-888,1190,-2599,1417,-1301,-888,2441,2141,-1034,-553,984,842,-415,-553,935,-1417,-1417,1085,-271,-354,1600,-1860,1190,-415,-1537,-30,1085,-1358,-1190,517,-1034,384,1793,-753,297,39,-2519,-711,3014,19
-415,-842,-1190,-984,-888,591,448,1085,553,1301,1190,-1034,-177,-1417,-222,415,-199,-1301,482,297,297,1190,-384,2288,-1860,-384,1600,-2844,984,-1301,-1245,2214,2364,-1245,-448,1358,1358,-157,-553,1137,-1358,-415,1034,-711,-120,1537,-2141,1358,354,-2288,-384,1301,-753,-1137,842,-1600,888,1793,-1085,753,222,-2288,-415,2599,19
-591,-1358,-1860,-935,-88,88,1190,1301,271,1245,1301,-1301,-246,-1476,-61,297,935,-1476,325,517,591,1358,-753,1663,-1537,-1085,842,-2441,984,-1137,-1663,2599,2069,-591,-591,354,553,-629,-591,1793,-1190,-1358,1727,-177,-935,1476,-1793,1190,-935,-1358,-103,1245,-1358,-553,61,-753,-384,1929,384,103,-415,-2844,-271,3014,19
-246,-935,-1137,-1727,-591,797,553,1476,415,1417,1358,-1600,-88,-1727,-199,-354,199,-935,753,482,888,1663,-482,1793,-1793,-797,1358,-2844,1476,-1245,-753,2599,2441,-984,-888,1301,1137,-297,-415,797,-1137,-1358,1034,-222,9,1417,-1793,1190,39,-1793,-39,935,-888,-984,448,-1190,415,1860,-797,354,199,-2364,-753,2761,19
-30,-888,-1085,-1600,-138,1537,-222,1190,553,1600,1358,-753,-797,-1245,-517,-22,-517,-325,888,103,384,2214,-297,2069,-1727,-711,1727,-2844,1793,-1417,-415,1793,3100,-1727,-1190,1600,1034,222,-74,1034,-1034,-753,888,-711,711,935,-1476,1537,1727,-1998,-39,753,74,-1245,591,-1663,753,553,-1301,297,222,-1727,-591,2214,19
-325,-1190,-984,-1301,-669,984,325,1663,415,1417,1190,-1245,-49,-1476,120,-30,103,-1245,629,199,711,1476,-553,2069,-1663,-553,1190,-3100,1190,-1190,-984,2519,2364,-1034,-517,1034,1137,-415,-482,842,-1358,-1034,1190,-448,-297,1537,-1998,1245,-271,-1600,74,1190,-1190,-1085,482,-1476,553,1860,-842,711,-74,-2288,-842,2761,19
-297,-984,-984,-888,-553,984,325,1301,199,1600,1358,-1301,-669,-1727,-5,103,448,-1358,384,271,629,1663,-325,1860,-1860,-553,1034,-2519,888,-1190,-1034,2364,2844,-1085,-482,935,1085,-415,-629,1085,-1245,-711,1358,-517,-517,1301,-1998,1600,-271,-1137,49,1301,-1137,-1034,482,-1600,222,1998,-448,984,-297,-2844,-888,2761,19
297,-753,-482,-1358,-415,1190,-354,2069,297,1727,888,-1417,-246,-984,-271,177,-354,-1137,1301,199,448,1190,-74,1663,-1417,103,2214,-3460,1190,-1358,-1137,2364,2364,-984,-1085,1727,1793,-177,-39,935,-1190,-517,842,-553,354,1301,-1860,1663,842,-2214,297,842,-138,-842,325,-1537,797,1245,-1034,517,199,-1245,-888,2519,19
-384,-1137,-1034,-935,-482,888,9,1358,448,1301,1417,-1417,-384,-1537,222,-9,138,-1245,199,415,753,1600,-415,1929,-1998,-669,1190,-2844,1137,-842,-1034,2441,2288,-1137,-297,1034,1301,-222,-669,1245,-1245,-1190,1301,-517,-448,1301,-1998,1301,-415,-1358,-157,1301,-1137,-888,384,-1537,325,2069,-297,553,-271,-2599,-591,2928,19
-797,-1301,-1600,-1929,-354,-553,177,1476,1245,1137,222,-935,-297,-1358,-669,1085,1600,-1301,591,1190,1137,2599,-842,482,-1998,-9,1600,-1727,1537,-3188,-325,2761,1190,-1600,-1085,935,1301,-669,-157,935,-448,-517,-246,-297,-482,2069,-1137,199,-797,-1476,1137,-553,-591,-669,-629,-61,-517,842,-1034,629,-753,-1727,297,3014,19
-448,-935,-1600,-1417,-753,448,629,1245,629,1301,1190,-1301,-103,-1793,120,-30,177,-935,448,553,753,1860,-629,1998,-1793,-1085,1137,-2679,1476,-1537,-888,2679,2141,-1085,-517,1034,888,-39,-591,629,-1301,-1417,1137,-157,-177,1663,-1929,984,-384,-1417,222,984,-1085,-1137,415,-1034,325,1860,-797,384,88,-2599,-669,2844,19
-1663,-1727,-1476,-1301,-222,797,517,-61,222,2761,1137,-629,-888,-553,-888,-415,271,199,-2,354,-199,1860,-1417,1245,-1998,-591,1034,-1190,517,-753,517,-553,2844,-2519,-797,797,-753,553,-669,2364,-797,-30,-74,-1793,-271,0,-482,415,2141,-1417,-1793,2679,49,-842,1600,-1929,222,120,22,271,-271,-3188,-711,482,19
-138,-1034,-1245,-1358,-629,591,448,1476,482,1137,1245,-1085,-120,-1600,384,120,482,-1137,448,384,1034,1537,-448,2141,-1663,-935,935,-2844,1358,-1301,-1245,2844,2141,-935,-591,669,1085,-49,-629,753,-1417,-1476,1301,-39,-354,1727,-2141,1085,-629,-1245,246,1034,-1137,-1034,325,-842,74,2069,-384,517,-138,-2288,-711,3014,19
-354,-669,-842,-1034,-984,753,-49,1663,753,1537,711,-1137,-384,-1190,-222,120,-482,-1085,629,325,517,1929,-138,2364,-1929,-415,1358,-3278,1190,-1476,-984,2141,2441,-1245,-553,1301,1663,-39,-517,591,-1417,-415,797,-553,39,1793,-1727,1301,842,-1537,39,1034,-711,-1137,753,-1663,384,1476,-1537,888,-5,-2214,-415,2519,19
-669,-1245,-1929,-2069,-415,384,74,1537,1476,888,1034,-74,-591,-935,517,-1190,629,-1727,1727,-222,271,2364,-1190,935,-1600,-61,984,-4340,120,-1417,-669,1417,2519,-1998,-984,984,1476,-138,517,1190,-415,39,753,-297,384,1301,-753,1301,629,-1929,-415,797,753,-797,-482,-1190,-325,935,-1358,711,120,-669,-354,2519,19
-1301,-1358,-2141,-1137,-482,-482,669,1245,842,1085,1085,-1137,103,-1034,61,-246,517,-888,482,384,482,1793,-984,2141,-2364,-1301,935,-2844,753,-1137,-1034,2844,1417,-1085,-177,629,482,-177,-629,1476,-797,-1663,1085,-199,-517,1476,-1190,753,-553,-1727,-753,1190,-1301,-842,325,-1793,-482,1417,-271,199,-103,-2844,325,2844,19
-325,-669,-629,-1137,-984,842,-120,1358,629,1358,1137,-1301,-297,-1600,74,271,-30,-1190,629,297,591,1600,-88,2214,-1929,-517,1301,-3014,1034,-1358,-797,2288,2599,-1085,-354,1301,1793,-246,-591,842,-1358,-629,1034,-517,-199,1663,-1860,1417,246,-1358,-177,1245,-984,-888,711,-1793,591,1860,-753,711,-15,-2441,-591,2599,19
-1929,-984,-1417,-591,-711,-1860,-517,984,1417,39,-1358,271,-842,-15,-1358,-842,-797,384,753,-297,-157,797,-753,1537,-415,482,1245,-1476,-9,297,-482,1537,-157,-1034,-669,1537,1137,1537,-888,842,1860,1476,-1476,-297,2679,-797,271,-1034,2844,-1190,-2844,1476,888,-2599,2069,-1190,-415,271,-2069,1727,1358,-935,-448,-88,19
-49,-517,-753,-935,-517,1137,-5,2069,177,1600,1537,-1137,-354,-1190,-591,-157,138,-1301,797,-325,753,797,-39,1998,-1245,22,1929,-2844,553,-842,-1085,2214,2761,-984,-384,984,1663,-103,-517,1190,-1358,-984,1085,-629,-354,1358,-1998,1137,842,-1727,-138,1301,-753,-1358,1137,-1727,711,1476,-1085,711,49,-2141,-888,2928,19
-553,-553,-1301,-1663,39,1137,-325,1537,669,1929,1137,-384,-888,49,-1793,177,-629,-448,1301,-138,669,1663,-120,1793,-1476,-1190,2599,-2679,1476,-935,-61,1600,2519,-1245,-1358,1476,1085,984,-49,1417,-1301,-669,354,-888,482,591,-1476,711,2519,-2519,-842,1190,222,-1537,984,-1860,2,74,-629,-222,88,-1358,-246,1793,19
-415,-669,-1137,-711,-888,415,-669,1358,1137,1537,888,-711,-591,-553,-88,-22,9,-1663,553,-22,448,1301,2,2441,-2141,-222,1476,-3553,517,-753,-1085,1860,2519,-1476,-246,935,2214,591,-384,1793,-1137,-448,553,-591,246,1034,-1600,888,1137,-1793,-711,1727,-384,-1190,888,-2288,415,1137,-1137,591,325,-1727,-138,2441,19
-517,-888,-1476,-1929,384,1537,-384,1085,30,1663,711,74,-797,415,-935,935,-1245,-271,984,-415,384,1417,-517,2364,-1663,-888,1600,-3014,1929,-1245,-271,711,3014,-1476,-482,1417,935,482,-415,1663,-1727,-842,591,-888,297,753,-1245,1663,1929,-2141,-591,888,-22,-1600,888,-1537,842,-384,-1034,-591,-482,-1417,-222,2141,19
-1727,-1476,-1245,-935,-629,297,-753,222,1860,222,1600,669,-1301,325,-753,-482,-448,1476,842,246,-384,629,384,1245,-888,5,2288,-1476,222,711,-49,1476,1600,-1137,-1245,1245,-448,1727,325,1793,935,88,-753,-935,1476,-1476,482,-517,4035,-2441,-1727,1727,591,-1929,1929,-2288,-753,-448,2,888,935,-1137,325,-935,19
-1137,-1476,-1476,-1245,-222,591,711,888,482,1417,1137,-1476,-797,-1301,-222,-177,325,-1301,246,629,448,2069,-1190,1600,-2519,-1137,629,-2599,1537,-1301,30,1727,2288,-1034,-157,1417,39,-482,-797,1476,-1417,-711,1137,-482,-482,1034,-1358,1034,-271,-1358,-797,1537,-1537,-297,271,-1663,-157,1034,74,482,-591,-3647,-553,2441,19
-61,-753,-935,-984,-797,1190,0,1600,482,1537,984,-842,-553,-984,-246,482,-246,-1417,797,-39,669,1245,-49,2141,-1793,-384,1417,-3188,842,-1137,-984,2069,2761,-1137,-482,984,1600,-120,-629,935,-1663,-448,1034,-384,-120,1476,-2069,1245,797,-1860,-30,1190,-753,-1301,935,-1600,1085,1358,-1085,1034,-61,-1998,-888,2761,19
-1137,-1301,-2288,-2288,-711,-61,482,1727,1537,669,797,-753,157,-1245,553,-1034,753,-1358,1190,157,842,2364,-1358,1663,-1476,-984,384,-3647,797,-1417,-842,2928,1537,-1301,-1034,246,1301,157,354,984,-482,-1190,753,157,246,1793,-1137,482,-415,-888,-246,415,-888,-888,-297,-517,-753,1301,-1245,39,246,-1860,157,2679,19
-1137,-1190,-2679,-1085,-553,-157,888,1476,1417,984,753,-1245,-325,-1417,246,-199,-297,-935,61,199,297,2364,-1190,2069,-1929,-1301,517,-2761,1476,-1537,-1190,3014,984,-629,-415,553,1034,-354,-120,1190,-669,-1537,1245,-448,-222,1476,-842,517,-669,-842,-384,629,-1727,-482,-74,-1358,-797,1245,-325,222,271,-3100,842,2519,19
-669,-1190,-1537,-1245,-888,49,415,1358,629,1085,984,-1417,-49,-1600,354,-157,482,-1034,297,482,711,1727,-629,2288,-1998,-797,842,-2928,1137,-1301,-1190,2599,1929,-1085,-138,669,1190,-88,-553,1085,-1301,-1417,1085,-138,-325,1860,-1793,1034,-448,-1301,-177,1358,-1417,-935,482,-1358,39,2069,-591,482,-49,-2599,-246,2599,19
-157,-984,-1190,-935,-297,669,482,1301,199,1537,1301,-1301,-517,-1600,157,-2,711,-1358,325,354,935,1793,-482,1727,-1860,-797,984,-2599,1034,-1085,-1034,2761,2364,-1190,-384,753,1085,-222,-797,1137,-1085,-1137,1301,-246,-482,1417,-1929,1417,-711,-797,138,1358,-1417,-935,297,-1301,-74,1860,-354,797,-384,-2844,-797,3100,19
-49,-669,-797,-1301,-517,1301,-138,1929,553,1663,1358,-1190,-246,-984,-157,-271,-177,-1190,888,177,984,1358,-271,1727,-1663,-297,1663,-3278,1245,-888,-797,2441,2441,-1245,-888,1301,1727,15,-297,1301,-1301,-1034,935,-482,157,1245,-1998,1301,629,-1793,9,1190,-448,-1085,591,-1600,553,1537,-1034,482,297,-1600,-711,2844,19
-797,-935,-2519,-1537,-629,-669,888,1476,984,1190,984,-1034,138,-1190,103,-591,753,-935,482,482,753,2214,-888,1793,-2069,-1476,448,-2761,591,-1476,-797,3368,1600,-1190,-448,-138,888,448,-199,1034,-517,-1663,1190,-222,-222,1600,-1137,246,-384,-1034,-325,984,-1537,-1034,448,-1245,-629,1476,-384,246,177,-2679,-74,2679,19
-271,-984,-1190,-1301,-711,711,591,1537,482,1137,1137,-1190,-246,-1245,199,103,138,-1301,669,222,1034,1417,-591,1929,-1727,-797,1417,-2928,1245,-1245,-935,2761,2141,-888,-629,935,1085,-354,-591,984,-1358,-1301,1190,-354,-384,1537,-2214,1245,-591,-1417,-30,935,-1190,-1085,415,-1085,103,1929,-711,553,39,-2441,-797,3188,19
-297,-1085,-1727,-1417,-384,271,669,1417,448,1085,1190,-1245,-120,-1793,246,-5,553,-1085,354,384,797,1727,-753,1998,-1727,-1137,888,-2761,1358,-1301,-1190,3014,1860,-984,-482,591,629,-138,-553,935,-1085,-1537,1301,-49,-354,1727,-1998,842,-935,-1245,222,1034,-1417,-1034,222,-888,120,1929,-482,482,22,-2519,-669,3014,19
-354,-1190,-1663,-1417,-669,384,711,1358,415,1245,1301,-1245,-22,-1600,138,-9,384,-984,482,354,797,1537,-711,2069,-1727,-935,1190,-2679,1245,-1358,-1034,2679,2141,-1034,-517,591,711,-157,-517,797,-1358,-1417,1245,-61,-553,1793,-1929,1085,-517,-1358,-15,888,-1245,-1190,629,-984,246,1929,-753,591,-88,-2519,-711,3014,19
-984,-669,-1929,-1793,-1137,-669,-1537,669,1190,1085,-935,1085,199,448,-711,-1600,-842,88,157,-297,-157,1727,-888,2214,-1793,325,797,-2069,797,222,-222,842,797,-2519,138,1793,1727,2141,-88,1137,88,591,-797,-935,1727,842,-74,-753,2364,-1301,-2141,2069,1085,-2069,1537,-1537,-74,448,-2364,384,888,-935,1190,177,19
-1085,-1190,-1727,-1034,-482,-88,1137,1245,177,1358,1417,-1537,-138,-1358,-384,0,553,-1190,49,553,325,1301,-669,2069,-1860,-669,669,-1929,1301,-1085,-1537,2069,2069,-591,-448,711,669,-753,-888,1600,-1245,-1793,1417,-271,-888,1793,-1476,1190,-711,-1358,-797,1537,-1137,-384,222,-1190,-384,1929,325,-415,-448,-3278,61,2844,19
-1190,-935,-1727,-1034,-888,-297,-325,1137,711,1929,1034,-797,15,-553,-120,-753,753,-984,517,30,797,2288,-842,2069,-2679,-984,711,-3014,-157,-842,-271,2288,2364,-2214,-384,-5,1358,935,-415,1358,-448,-797,517,-888,103,1137,-553,297,1245,-1476,-984,1860,-1034,-1085,1085,-2364,-246,935,-753,629,222,-2519,49,1929,19
-5,-517,-629,-246,-199,1600,-22,1190,271,1860,1417,-1476,-1085,-1600,-138,-61,-157,-1358,30,448,517,1537,-157,1663,-1929,-120,1358,-2519,1034,-517,-753,1600,2761,-1600,-888,1417,1727,-157,-629,1476,-1137,-629,1600,-935,-297,1245,-1998,1663,591,-1600,-384,1476,-553,-842,753,-1998,482,1727,-553,842,61,-2441,-753,2519,19
-753,-1600,-1727,-2364,-797,-384,-517,1663,1417,888,384,517,-935,-935,553,-1663,354,-1663,1537,-177,384,2214,-1537,1137,-888,384,199,-4136,-177,-553,-1137,591,1793,-1793,-888,1245,2364,984,-415,935,-629,753,-711,74,1034,1245,-120,88,1600,-1301,-753,935,797,-1476,-246,-711,-325,1190,-2141,1537,325,-935,88,1929,19
-1358,-1537,-1417,-1137,-888,-553,199,711,935,1417,415,-22,271,-797,-553,-553,-157,-482,415,157,-325,1301,-1358,3188,-1860,-354,1301,-2519,1085,-1476,-935,1301,2141,-1358,753,1998,1085,553,-629,1301,-1537,-1137,-103,-797,74,1085,-1137,669,1034,-1476,-1860,1998,-517,-1301,1663,-1793,74,935,-1727,-120,30,-2288,935,2141,19
-591,-1245,-1537,-1301,-711,74,482,1476,517,1085,984,-1301,39,-1301,325,-74,591,-1358,591,354,711,1301,-753,2141,-1998,-753,1034,-3014,797,-1085,-1245,2761,1860,-984,-61,384,1085,-271,-482,1301,-1245,-1301,1137,-199,-591,1793,-1793,935,-669,-1537,-384,1245,-1476,-984,553,-1358,199,1998,-591,553,-138,-2441,-384,2928,19
-271,-1085,-1358,-1301,-517,415,415,1476,448,984,1301,-1137,-157,-1663,448,103,482,-1034,246,325,935,1600,-517,2214,-1793,-984,984,-2761,1476,-1245,-1245,2844,1929,-842,-517,669,935,-177,-517,753,-1301,-1600,1417,88,-448,1929,-2069,1034,-753,-1190,222,888,-1301,-935,325,-842,-49,2069,-448,482,-222,-2364,-553,3100,19
-984,-888,-1600,-797,-553,246,553,1245,297,1476,1245,-1417,-482,-1358,-246,297,482,-1245,591,553,797,1600,-629,1860,-2141,-1034,1190,-2599,482,-1085,-1034,2288,2441,-842,-482,842,753,-271,-753,1417,-1245,-1034,1301,-448,-984,1358,-1860,1190,-591,-1417,-120,1245,-1301,-669,553,-1537,-88,2214,-138,482,-448,-2928,-325,2844,19
-354,-1085,-1727,-1476,-325,222,629,1537,482,935,1245,-1245,-39,-1793,415,-61,629,-935,297,384,711,1727,-669,2069,-1727,-1190,797,-2679,1476,-1358,-1358,2928,1727,-935,-482,553,591,-271,-448,888,-1085,-1727,1417,15,-448,1929,-1929,842,-1034,-1085,297,935,-1301,-984,246,-711,-74,1860,-517,448,-138,-2519,-415,3014,19
-246,-888,-1190,-1190,-591,753,448,1600,384,1537,1137,-1245,-157,-1301,-61,103,22,-1301,629,297,842,1301,-354,1860,-1727,-669,1476,-3014,1190,-1137,-984,2679,2364,-888,-553,1085,1417,-246,-629,984,-1301,-1190,1190,-297,-297,1537,-1998,1245,-246,-1727,-49,1137,-1190,-1085,553,-1358,384,1860,-553,448,15,-2288,-753,2928,19
-271,-1085,-1793,-1476,-415,297,669,1476,553,935,1301,-1085,-103,-1793,384,-22,591,-888,271,415,842,1793,-711,2069,-1537,-1190,842,-2679,1417,-1417,-1358,3100,1793,-797,-591,448,711,0,-448,629,-1137,-1793,1417,15,-354,1727,-2069,711,-935,-984,297,842,-1245,-1034,222,-711,-138,1860,-448,297,-30,-2599,-517,3100,19
-222,-1085,-1476,-1417,-448,297,591,1476,415,984,1301,-1085,-74,-1663,448,103,517,-1085,325,415,984,1600,-591,2069,-1727,-1034,984,-2679,1537,-1358,-1358,2928,1793,-753,-553,669,888,-177,-591,753,-1301,-1663,1417,39,-448,1860,-2069,984,-888,-1245,222,842,-1190,-935,222,-669,-49,2069,-354,297,-177,-2364,-517,3188,19
